Product ID,Name,stock,ETA
ALG-BEL-139-34,Alegria ,0,
ALG-BEL-139-35,Alegria ,7,
ALG-BEL-139-36,Alegria ,11,
ALG-BEL-139-37,Alegria ,22,
ALG-BEL-139-38,Alegria ,22,
ALG-BEL-139-39,Alegria ,50,
ALG-BEL-139-40,Alegria ,26,
ALG-BEL-139-41,Alegria ,7,
ALG-BEL-139-42,Alegria ,0,
ALG-BEL-139-43,Alegria ,0,
ALG-BEL-180-35,Alegria ,0,
ALG-BEL-180-36,Alegria ,0,
ALG-BEL-180-37,Alegria ,0,
ALG-BEL-180-38,Alegria ,0,
ALG-BEL-180-39,Alegria ,0,
ALG-BEL-180-40,Alegria ,0,
ALG-BEL-180-41,Alegria ,0,
ALG-BEL-180-42,Alegria ,0,
ALG-BEL-316-34,Alegria ,0,Jul 20 2017
ALG-BEL-316-35,Alegria ,32,Jul 20 2017
ALG-BEL-316-36,Alegria ,56,Jul 20 2017
ALG-BEL-316-37,Alegria ,64,Jul 20 2017
ALG-BEL-316-38,Alegria ,104,Jul 20 2017
ALG-BEL-316-39,Alegria ,69,Jul 20 2017
ALG-BEL-316-40,Alegria ,27,Jul 20 2017
ALG-BEL-316-41,Alegria ,15,Jul 20 2017
ALG-BEL-316-42,Alegria ,16,Jul 20 2017
ALG-BEL-316-43,Alegria ,0,Jul 20 2017
ALG-BEL-384-34,Alegria ,0,
ALG-BEL-384-35,Alegria ,0,
ALG-BEL-384-36,Alegria ,0,
ALG-BEL-384-37,Alegria ,0,
ALG-BEL-384-38,Alegria ,0,
ALG-BEL-384-39,Alegria ,0,
ALG-BEL-384-40,Alegria ,0,
ALG-BEL-384-41,Alegria ,0,
ALG-BEL-384-42,Alegria ,0,
ALG-BEL-384-43,Alegria ,0,
ALG-BEL-385-34,Alegria ,0,
ALG-BEL-385-35,Alegria ,0,
ALG-BEL-385-36,Alegria ,0,
ALG-BEL-385-37,Alegria ,0,
ALG-BEL-385-38,Alegria ,0,
ALG-BEL-385-39,Alegria ,0,
ALG-BEL-385-40,Alegria ,0,
ALG-BEL-385-41,Alegria ,0,
ALG-BEL-385-42,Alegria ,0,
ALG-BEL-385-43,Alegria ,0,
ALG-BEL-391-34,Alegria ,0,
ALG-BEL-391-35,Alegria ,38,
ALG-BEL-391-36,Alegria ,46,
ALG-BEL-391-37,Alegria ,0,
ALG-BEL-391-38,Alegria ,0,
