CATALOG,SELECTION CODE,SELECTION CODE DESCRIPTION,PRODUCT ID,PRODUCT [ID] DESCRIPTION,UPC,VENDOR PART NUMBER,VENDOR PART DESCRIPTION,NRF COLOR CODE,PRODUCT COLOR DESCRIPTION,NRF SIZE CODE,PRODUCT SIZE DESCRIPTION,PRODUCT FABRIC DESCRIPTION,AVAILABLE DATE,DISCONTINUE DATE,MINIMIUM ORDER QTY,MAXIMUM ORDER QTY,REORDERABLE PRODUCT,SEASONAL AVAILABILITY,COUNTRY OF ORIGIN,INNER PACK QTY,OUTER PACK QTY,ORDER LEAD TIME,ORDER LEAD TIME CODE,ITEM EXTENDED DESCRIPTION,IMAGE URL,PRICE QUALIFIER 1,PRICE AMOUNT 1
CATALOG,ALG,Alegria Shoes,ALG-ISA-631_43,Isabelle Black Embroidery,693016498161,,,,Isabelle Black Embroidery,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_34,Isabelle Yeehaw Black,693016511556,,,,Isabelle Yeehaw Black,52144,34,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_35,Isabelle Yeehaw Black,693016511563,,,,Isabelle Yeehaw Black,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_36,Isabelle Yeehaw Black,693016511570,,,,Isabelle Yeehaw Black,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_37,Isabelle Yeehaw Black,693016511587,,,,Isabelle Yeehaw Black,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_38,Isabelle Yeehaw Black,693016511594,,,,Isabelle Yeehaw Black,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_39,Isabelle Yeehaw Black,693016511600,,,,Isabelle Yeehaw Black,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_40,Isabelle Yeehaw Black,693016511617,,,,Isabelle Yeehaw Black,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_41,Isabelle Yeehaw Black,693016511624,,,,Isabelle Yeehaw Black,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_42,Isabelle Yeehaw Black,693016511631,,,,Isabelle Yeehaw Black,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-691_43,Isabelle Yeehaw Black,693016511648,,,,Isabelle Yeehaw Black,52153,43,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_34,Isabelle Yeehaw Red,693016511754,,,,Isabelle Yeehaw Red,52144,34,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_35,Isabelle Yeehaw Red,693016511761,,,,Isabelle Yeehaw Red,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_36,Isabelle Yeehaw Red,693016511778,,,,Isabelle Yeehaw Red,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_37,Isabelle Yeehaw Red,693016511785,,,,Isabelle Yeehaw Red,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_38,Isabelle Yeehaw Red,693016511792,,,,Isabelle Yeehaw Red,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_39,Isabelle Yeehaw Red,693016511808,,,,Isabelle Yeehaw Red,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_40,Isabelle Yeehaw Red,693016511815,,,,Isabelle Yeehaw Red,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_41,Isabelle Yeehaw Red,693016511822,,,,Isabelle Yeehaw Red,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_42,Isabelle Yeehaw Red,693016511839,,,,Isabelle Yeehaw Red,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-ISA-694_43,Isabelle Yeehaw Red,693016511846,,,,Isabelle Yeehaw Red,52153,43,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_34,Ivy Black Butter,693016512355,,,,Ivy Black Butter,52144,34,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_35,Ivy Black Butter,693016512362,,,,Ivy Black Butter,52145,35,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_36,Ivy Black Butter,693016512379,,,,Ivy Black Butter,52146,36,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_37,Ivy Black Butter,693016512386,,,,Ivy Black Butter,52147,37,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_38,Ivy Black Butter,693016512393,,,,Ivy Black Butter,52148,38,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_39,Ivy Black Butter,693016512409,,,,Ivy Black Butter,52149,39,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_40,Ivy Black Butter,693016512416,,,,Ivy Black Butter,52150,40,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_41,Ivy Black Butter,693016512423,,,,Ivy Black Butter,52151,41,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_42,Ivy Black Butter,693016512430,,,,Ivy Black Butter,52152,42,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-641_43,Ivy Black Butter,693016512447,,,,Ivy Black Butter,52153,43,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_34,Ivy Espresso Butter,693016512454,,,,Ivy Espresso Butter,52144,34,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_35,Ivy Espresso Butter,693016512461,,,,Ivy Espresso Butter,52145,35,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_36,Ivy Espresso Butter,693016512478,,,,Ivy Espresso Butter,52146,36,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_37,Ivy Espresso Butter,693016512485,,,,Ivy Espresso Butter,52147,37,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_38,Ivy Espresso Butter,693016512492,,,,Ivy Espresso Butter,52148,38,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_39,Ivy Espresso Butter,693016512508,,,,Ivy Espresso Butter,52149,39,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_40,Ivy Espresso Butter,693016512515,,,,Ivy Espresso Butter,52150,40,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_41,Ivy Espresso Butter,693016512522,,,,Ivy Espresso Butter,52151,41,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_42,Ivy Espresso Butter,693016512539,,,,Ivy Espresso Butter,52152,42,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-IVY-642_43,Ivy Espresso Butter,693016512546,,,,Ivy Espresso Butter,52153,43,Leather,,,1,,Y,,China,,,,,,,119.00,59.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_34,Kaitlyn Night Gleam,693016383504,,,,Kaitlyn Night Gleam,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_35,Kaitlyn Night Gleam,693016383511,,,,Kaitlyn Night Gleam,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_36,Kaitlyn Night Gleam,693016383528,,,,Kaitlyn Night Gleam,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_37,Kaitlyn Night Gleam,693016383535,,,,Kaitlyn Night Gleam,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_38,Kaitlyn Night Gleam,693016383542,,,,Kaitlyn Night Gleam,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_39,Kaitlyn Night Gleam,693016383559,,,,Kaitlyn Night Gleam,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_40,Kaitlyn Night Gleam,693016383566,,,,Kaitlyn Night Gleam,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_41,Kaitlyn Night Gleam,693016383573,,,,Kaitlyn Night Gleam,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_42,Kaitlyn Night Gleam,693016383580,,,,Kaitlyn Night Gleam,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-221_43,Kaitlyn Night Gleam,693016383597,,,,Kaitlyn Night Gleam,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_34,Kaitlyn Black Rose Stamp,693016491889,,,,Kaitlyn Black Rose Stamp,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_35,Kaitlyn Black Rose Stamp,693016491896,,,,Kaitlyn Black Rose Stamp,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_36,Kaitlyn Black Rose Stamp,693016491902,,,,Kaitlyn Black Rose Stamp,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_37,Kaitlyn Black Rose Stamp,693016491919,,,,Kaitlyn Black Rose Stamp,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_38,Kaitlyn Black Rose Stamp,693016491926,,,,Kaitlyn Black Rose Stamp,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_39,Kaitlyn Black Rose Stamp,693016491933,,,,Kaitlyn Black Rose Stamp,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_40,Kaitlyn Black Rose Stamp,693016491940,,,,Kaitlyn Black Rose Stamp,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_41,Kaitlyn Black Rose Stamp,693016491957,,,,Kaitlyn Black Rose Stamp,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_42,Kaitlyn Black Rose Stamp,693016491964,,,,Kaitlyn Black Rose Stamp,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-251_43,Kaitlyn Black Rose Stamp,693016491971,,,,Kaitlyn Black Rose Stamp,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_34,Kaitlyn Blue Rose Stamp,693016491988,,,,Kaitlyn Blue Rose Stamp,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_35,Kaitlyn Blue Rose Stamp,693016491995,,,,Kaitlyn Blue Rose Stamp,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_36,Kaitlyn Blue Rose Stamp,693016492008,,,,Kaitlyn Blue Rose Stamp,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_37,Kaitlyn Blue Rose Stamp,693016492015,,,,Kaitlyn Blue Rose Stamp,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_38,Kaitlyn Blue Rose Stamp,693016492022,,,,Kaitlyn Blue Rose Stamp,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_39,Kaitlyn Blue Rose Stamp,693016492039,,,,Kaitlyn Blue Rose Stamp,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_40,Kaitlyn Blue Rose Stamp,693016492046,,,,Kaitlyn Blue Rose Stamp,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_41,Kaitlyn Blue Rose Stamp,693016492053,,,,Kaitlyn Blue Rose Stamp,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_42,Kaitlyn Blue Rose Stamp,693016492060,,,,Kaitlyn Blue Rose Stamp,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-254_43,Kaitlyn Blue Rose Stamp,693016492077,,,,Kaitlyn Blue Rose Stamp,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_35,Kaitlyn Patina,693016291878,,,,Kaitlyn Patina,52145,35,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_36,Kaitlyn Patina,693016291885,,,,Kaitlyn Patina,52146,36,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_37,Kaitlyn Patina,693016291892,,,,Kaitlyn Patina,52147,37,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_38,Kaitlyn Patina,693016291908,,,,Kaitlyn Patina,52148,38,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_39,Kaitlyn Patina,693016291915,,,,Kaitlyn Patina,52149,39,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_40,Kaitlyn Patina,693016291922,,,,Kaitlyn Patina,52150,40,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_41,Kaitlyn Patina,693016291939,,,,Kaitlyn Patina,52151,41,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-372_42,Kaitlyn Patina,693016291946,,,,Kaitlyn Patina,52152,42,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_34,Kaitlyn Sockeye,693016492183,,,,Kaitlyn Sockeye,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_35,Kaitlyn Sockeye,693016492190,,,,Kaitlyn Sockeye,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_36,Kaitlyn Sockeye,693016492206,,,,Kaitlyn Sockeye,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_37,Kaitlyn Sockeye,693016492213,,,,Kaitlyn Sockeye,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_38,Kaitlyn Sockeye,693016492220,,,,Kaitlyn Sockeye,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_39,Kaitlyn Sockeye,693016492237,,,,Kaitlyn Sockeye,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_40,Kaitlyn Sockeye,693016492244,,,,Kaitlyn Sockeye,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_41,Kaitlyn Sockeye,693016492251,,,,Kaitlyn Sockeye,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_42,Kaitlyn Sockeye,693016492268,,,,Kaitlyn Sockeye,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-374_43,Kaitlyn Sockeye,693016492275,,,,Kaitlyn Sockeye,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_35,Kaitlyn Black Pinwheel,693016304639,,,,Kaitlyn Black Pinwheel,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_36,Kaitlyn Black Pinwheel,693016304646,,,,Kaitlyn Black Pinwheel,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_37,Kaitlyn Black Pinwheel,693016304653,,,,Kaitlyn Black Pinwheel,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_38,Kaitlyn Black Pinwheel,693016304660,,,,Kaitlyn Black Pinwheel,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_39,Kaitlyn Black Pinwheel,693016304677,,,,Kaitlyn Black Pinwheel,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_40,Kaitlyn Black Pinwheel,693016304684,,,,Kaitlyn Black Pinwheel,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_41,Kaitlyn Black Pinwheel,693016304691,,,,Kaitlyn Black Pinwheel,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-391_42,Kaitlyn Black Pinwheel,693016304707,,,,Kaitlyn Black Pinwheel,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_35,Kaitlyn Professional Dark Floral,693016279623,,,,Kaitlyn Professional Dark Floral,52145,35,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_36,Kaitlyn Professional Dark Floral,693016279630,,,,Kaitlyn Professional Dark Floral,52146,36,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_37,Kaitlyn Professional Dark Floral,693016279647,,,,Kaitlyn Professional Dark Floral,52147,37,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_38,Kaitlyn Professional Dark Floral,693016279654,,,,Kaitlyn Professional Dark Floral,52148,38,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_39,Kaitlyn Professional Dark Floral,693016279661,,,,Kaitlyn Professional Dark Floral,52149,39,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_40,Kaitlyn Professional Dark Floral,693016279678,,,,Kaitlyn Professional Dark Floral,52150,40,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_41,Kaitlyn Professional Dark Floral,693016279685,,,,Kaitlyn Professional Dark Floral,52151,41,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-556_42,Kaitlyn Professional Dark Floral,693016279692,,,,Kaitlyn Professional Dark Floral,52152,42,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_35,Kaitlyn Professional White Floral,693016279708,,,,Kaitlyn Professional White Floral,52145,35,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_36,Kaitlyn Professional White Floral,693016279715,,,,Kaitlyn Professional White Floral,52146,36,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_37,Kaitlyn Professional White Floral,693016279722,,,,Kaitlyn Professional White Floral,52147,37,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_38,Kaitlyn Professional White Floral,693016279739,,,,Kaitlyn Professional White Floral,52148,38,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_39,Kaitlyn Professional White Floral,693016279746,,,,Kaitlyn Professional White Floral,52149,39,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_40,Kaitlyn Professional White Floral,693016279753,,,,Kaitlyn Professional White Floral,52150,40,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_41,Kaitlyn Professional White Floral,693016279760,,,,Kaitlyn Professional White Floral,52151,41,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-557_42,Kaitlyn Professional White Floral,693016279777,,,,Kaitlyn Professional White Floral,52152,42,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_35,Kaitlyn Professional White Leather,693016279784,,,,Kaitlyn Professional White Leather,52145,35,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_36,Kaitlyn Professional White Leather,693016279791,,,,Kaitlyn Professional White Leather,52146,36,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_37,Kaitlyn Professional White Leather,693016279807,,,,Kaitlyn Professional White Leather,52147,37,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_38,Kaitlyn Professional White Leather,693016279814,,,,Kaitlyn Professional White Leather,52148,38,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_39,Kaitlyn Professional White Leather,693016279821,,,,Kaitlyn Professional White Leather,52149,39,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_40,Kaitlyn Professional White Leather,693016279838,,,,Kaitlyn Professional White Leather,52150,40,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_41,Kaitlyn Professional White Leather,693016279845,,,,Kaitlyn Professional White Leather,52151,41,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-600_42,Kaitlyn Professional White Leather,693016279852,,,,Kaitlyn Professional White Leather,52152,42,Leather,,,1,,Y,,China,,,,,,,119.95,49.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_35,Kaitlyn Professional Black Leather,693016279548,,,,Kaitlyn Professional Black Leather,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_36,Kaitlyn Professional Black Leather,693016279555,,,,Kaitlyn Professional Black Leather,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_37,Kaitlyn Professional Black Leather,693016279562,,,,Kaitlyn Professional Black Leather,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_38,Kaitlyn Professional Black Leather,693016279579,,,,Kaitlyn Professional Black Leather,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_39,Kaitlyn Professional Black Leather,693016279586,,,,Kaitlyn Professional Black Leather,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_40,Kaitlyn Professional Black Leather,693016279593,,,,Kaitlyn Professional Black Leather,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_41,Kaitlyn Professional Black Leather,693016279609,,,,Kaitlyn Professional Black Leather,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-601_42,Kaitlyn Professional Black Leather,693016279616,,,,Kaitlyn Professional Black Leather,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-602_34,Kaitlyn Gravy Pull-Up,693016383801,,,,Kaitlyn Gravy Pull-Up,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-602_35,Kaitlyn Gravy Pull-Up,693016383818,,,,Kaitlyn Gravy Pull-Up,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-602_36,Kaitlyn Gravy Pull-Up,693016383825,,,,Kaitlyn Gravy Pull-Up,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-KAI-602_37,Kaitlyn Gravy Pull-Up,693016383832,,,,Kaitlyn Gravy Pull-Up,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
