693016569854,42
693016569861,63
693016569878,21
693016569885,0
693016569892,0
693016543984,0
693016543991,28
693016544004,77
693016544011,178
693016544028,295
693016544035,307
693016544042,244
693016544059,201
693016544066,157
693016544073,0
693016581566,0
693016581573,30
693016581580,69
693016581597,213
693016581603,318
693016581610,406
693016581627,335
693016581634,282
693016581641,167
693016581658,0
693016584673,0
693016584680,0
693016584697,68
693016584703,121
693016584710,265
693016584727,303
693016584734,207
693016584741,127
693016584758,2
693016584765,0
693016502349,30
693016502356,67
693016502363,182
693016502370,304
693016502387,324
693016502394,230
693016502400,127
693016502417,59
693016299843,91
693016299850,0
693016299867,153
693016299874,847
693016299881,1270
693016299898,1179
693016299904,1728
693016299911,2000
693016299836,0
693016319527,256
693016531783,5
693016531790,26
693016531806,101
693016531813,441
693016531820,611
693016531837,445
693016531844,365
693016531851,335
693016531868,280
693016531875,18
693016531882,0
693016531899,0
693016531905,0
693016531912,28
693016531929,52
693016531936,152
693016531943,62
693016531950,2
693016531967,8
693016531974,28
693016299928,256
693016299935,1393
693016299942,2422
693016299959,3899
693016299966,3706
693016299973,3086
693016299980,2049
693016299997,2081
693016502325,0
693016319534,277
693016611140,19
693016611157,41
693016611164,75
693016611171,67
693016611188,62
693016611195,31
693016611201,8
693016611218,0
693016611225,0
693016491285,0
693016491292,9
693016491308,20
693016491315,53
693016491322,106
693016491339,86
693016491346,81
693016491353,70
693016491360,41
693016491377,0
693016293957,143
693016293964,88
693016293971,234
693016293988,279
693016293995,225
693016294008,126
693016294015,59
693016294022,20
693016548026,0
693016548033,8
693016548040,56
693016548057,85
693016548064,93
693016548071,120
693016548088,34
693016548095,7
693016548101,8
693016548118,0
693016571703,0
693016571710,15
693016571727,35
693016571734,70
693016571741,113
693016571758,111
693016571765,91
693016571772,45
693016571789,18
693016571796,0
693016611249,50
693016611256,101
693016611263,164
693016611270,180
693016611287,138
693016611294,78
693016611300,38
693016611317,0
693016611324,0
693016619566,0
693016619573,0
693016619580,0
693016619597,0
693016619603,0
693016619610,0
693016619627,0
693016619634,0
693016619641,0
693016619368,0
693016619375,0
693016619382,0
693016619399,0
693016619405,0
693016619412,0
693016619429,0
693016619436,0
693016619443,0
693016580668,0
693016580675,19
693016580682,60
693016580699,80
693016580705,114
693016580712,121
693016580729,92
693016580736,76
693016580743,34
693016580750,0
693016619467,0
693016619474,0
693016619481,0
693016619498,0
693016619504,0
693016619511,0
693016619528,0
693016619535,0
693016619542,0
693016626434,0
693016626441,0
693016626458,0
693016626465,0
693016626472,0
693016626489,0
693016626496,0
693016626502,0
693016626519,0
693016619665,0
693016619672,0
693016619689,0
693016619696,0
693016619702,0
693016619719,0
693016619726,0
693016619733,0
693016619740,0
693016580460,0
693016580477,7
693016580484,4
693016580491,0
693016580507,0
693016580514,5
693016580521,3
693016580538,0
693016580545,0
693016580552,0
693016580569,0
693016580576,12
693016580583,7
693016580590,30
693016580606,38
693016580613,27
693016580620,4
693016580637,0
693016580644,0
693016580651,0
693016291205,0
693016291212,0
693016291229,0
693016291236,0
693016291243,0
693016291250,0
693016291267,0
693016291274,0
693016291281,0
693016291298,0
693016291304,0
693016291311,0
693016291328,0
693016291335,0
693016291342,0
693016291359,0
693016291120,7
693016291137,16
693016291144,0
693016291151,0
693016291168,0
693016291175,0
693016291182,0
693016291199,0
693016288908,48
693016288915,172
693016288922,237
693016288939,325
693016288946,287
693016288953,154
693016288960,95
693016288977,107
693016586479,0
693016586486,7
693016586493,11
693016586509,22
693016586516,19
693016586523,49
693016586530,21
693016586547,8
693016586554,2
693016586561,0
693016289226,0
693016289233,0
693016289240,0
693016289257,0
693016289264,0
693016289271,0
693016289288,0
693016289295,0
693016572007,0
693016572014,32
693016572021,56
693016572038,93
693016572045,144
693016572052,139
693016572069,106
693016572076,59
693016572083,45
693016572090,0
693016586370,0
693016586387,10
693016586394,35
693016586400,90
693016586417,122
693016586424,126
693016586431,77
693016586448,55
693016586455,34
693016586462,0
693016611744,61
693016611751,100
693016611768,164
693016611775,160
693016611782,91
693016611799,46
693016611805,64
693016611812,0
693016611829,0
693016611843,56
693016611850,113
693016611867,173
693016611874,160
693016611881,108
693016611898,59
693016611904,66
693016611911,0
693016611928,0
693016571901,0
693016571918,15
693016571925,21
693016571932,88
693016571949,149
693016571956,146
693016571963,99
693016571970,64
693016571987,46
693016571994,0
693016611942,38
693016611959,81
693016611966,157
693016611973,160
693016611980,101
693016611997,51
693016612000,54
693016612017,0
693016612024,0
693016612048,59
693016612055,112
693016612062,175
693016612079,163
693016612086,119
693016612093,88
693016612109,74
693016612116,0
693016612123,0
693016586271,0
693016586288,24
693016586295,56
693016586301,100
693016586318,182
693016586325,169
693016586332,112
693016586349,64
693016586356,49
693016586363,0
693016593071,0
693016593088,16
693016593095,84
693016593101,261
693016593118,329
693016593125,325
693016593132,204
693016593149,99
693016593156,13
693016593163,0
693016496457,0
693016265152,0
693016265169,0
693016265176,0
693016265183,0
693016265190,0
693016265206,0
693016265213,0
693016265220,0
693016496464,0
693016592579,0
693016592586,12
693016592593,66
693016592609,124
693016592616,215
693016592623,154
693016592630,86
693016592647,46
693016592654,14
693016592661,0
693016612147,0
693016612154,0
693016612161,0
693016612178,0
693016612185,0
693016612192,0
693016612208,0
693016612215,0
693016612222,0
693016612246,0
693016612253,0
693016612260,0
693016612277,0
693016612284,0
693016612291,0
693016612307,0
693016612314,0
693016612321,0
693016612345,0
693016612352,0
693016612369,0
693016612376,0
693016612383,0
693016612390,0
693016612406,0
693016612413,0
693016612420,0
