UPCCode,QTY,Descr
094763209176,0,NAPLES PRISCILLA W 080
094763209183,0,NAPLES PRISCILLA W 085
094763209190,0,NAPLES PRISCILLA W 090
094763209206,0,NAPLES PRISCILLA W 095
094763209213,0,NAPLES PRISCILLA W 100
094763209220,0,NAPLES PRISCILLA W 105
094763209237,0,NAPLES PRISCILLA W 110
094763209244,0,NAPLES PRISCILLA W 120
094763209251,0,NAPLES PRISCILLA W 130
094763209268,0,NAPLES PRISCILLA W 140
094763205611,0,NAPLES BRIAR PATCH M 060
094763205628,0,NAPLES BRIAR PATCH M 065
094763205635,0,NAPLES BRIAR PATCH M 070
094763205642,0,NAPLES BRIAR PATCH M 075
094763205659,0,NAPLES BRIAR PATCH M 080
094763205666,0,NAPLES BRIAR PATCH M 085
094763205673,0,NAPLES BRIAR PATCH M 090
094763205680,0,NAPLES BRIAR PATCH M 095
094763205697,0,NAPLES BRIAR PATCH M 100
094763205703,0,NAPLES BRIAR PATCH M 110
094763205710,0,NAPLES GEO PAISLEY M 060
094763205727,0,NAPLES GEO PAISLEY M 065
094763205734,0,NAPLES GEO PAISLEY M 070
094763205741,0,NAPLES GEO PAISLEY M 075
094763205758,0,NAPLES GEO PAISLEY M 080
094763205765,0,NAPLES GEO PAISLEY M 085
094763205772,0,NAPLES GEO PAISLEY M 090
094763205789,0,NAPLES GEO PAISLEY M 095
094763205796,0,NAPLES GEO PAISLEY M 100
094763205802,0,NAPLES GEO PAISLEY M 110
094763205819,0,NAPLES NEON DAISY M 060
094763205826,0,NAPLES NEON DAISY M 065
094763205833,0,NAPLES NEON DAISY M 070
094763205840,0,NAPLES NEON DAISY M 075
094763205857,0,NAPLES NEON DAISY M 080
094763205864,0,NAPLES NEON DAISY M 085
094763205871,0,NAPLES NEON DAISY M 090
094763205888,0,NAPLES NEON DAISY M 095
094763205895,0,NAPLES NEON DAISY M 100
094763205901,0,NAPLES NEON DAISY M 110
094763205918,0,NAPLES NEON BASIL M 060
094763205925,0,NAPLES NEON BASIL M 065
094763205932,0,NAPLES NEON BASIL M 070
094763205949,0,NAPLES NEON BASIL M 075
094763205956,0,NAPLES NEON BASIL M 080
094763205963,0,NAPLES NEON BASIL M 085
094763205970,0,NAPLES NEON BASIL M 090
094763205987,0,NAPLES NEON BASIL M 095
094763205994,0,NAPLES NEON BASIL M 100
094763206007,0,NAPLES NEON BASIL M 110
094763231887,10,CAROLINA BLACK SMOOTH M 060
094763231894,22,CAROLINA BLACK SMOOTH M 065
094763231900,30,CAROLINA BLACK SMOOTH M 070
094763231917,15,CAROLINA BLACK SMOOTH M 075
094763231924,52,CAROLINA BLACK SMOOTH M 080
094763231931,18,CAROLINA BLACK SMOOTH M 085
094763231948,8,CAROLINA BLACK SMOOTH M 090
094763231955,7,CAROLINA BLACK SMOOTH M 095
094763231962,20,CAROLINA BLACK SMOOTH M 100
094763231979,19,CAROLINA BLACK SMOOTH M 110
094763231986,17,CAROLINA BLACK SMOOTH W 070
094763231993,19,CAROLINA BLACK SMOOTH W 075
094763232006,58,CAROLINA BLACK SMOOTH W 080
094763232013,43,CAROLINA BLACK SMOOTH W 085
094763232020,37,CAROLINA BLACK SMOOTH W 090
094763232037,10,CAROLINA BLACK SMOOTH W 100
094763232044,7,CAROLINA COFFEE SMOOTH M 060
094763232051,6,CAROLINA COFFEE SMOOTH M 065
094763232068,33,CAROLINA COFFEE SMOOTH M 070
094763232075,39,CAROLINA COFFEE SMOOTH M 075
094763232082,34,CAROLINA COFFEE SMOOTH M 080
094763232099,30,CAROLINA COFFEE SMOOTH M 085
094763232105,29,CAROLINA COFFEE SMOOTH M 090
094763232112,28,CAROLINA COFFEE SMOOTH M 095
094763232129,36,CAROLINA COFFEE SMOOTH M 100
094763232136,8,CAROLINA COFFEE SMOOTH M 110
094763232143,11,CAROLINA COFFEE SMOOTH W 070
094763232150,16,CAROLINA COFFEE SMOOTH W 075
094763232167,15,CAROLINA COFFEE SMOOTH W 080
094763232174,19,CAROLINA COFFEE SMOOTH W 085
094763232181,13,CAROLINA COFFEE SMOOTH W 090
094763232198,7,CAROLINA COFFEE SMOOTH W 100
094763164505,6,CAROLINA TEX MEX M 060
094763164512,22,CAROLINA TEX MEX M 065
094763164529,42,CAROLINA TEX MEX M 070
094763164536,33,CAROLINA TEX MEX M 075
094763164543,44,CAROLINA TEX MEX M 080
094763164550,48,CAROLINA TEX MEX M 085
094763164567,34,CAROLINA TEX MEX M 090
094763164574,47,CAROLINA TEX MEX M 095
094763164581,25,CAROLINA TEX MEX M 100
094763164598,21,CAROLINA TEX MEX M 110
094763164604,12,CAROLINA TEX MEX W 070
094763164611,11,CAROLINA TEX MEX W 075
094763164628,19,CAROLINA TEX MEX W 080
094763164635,20,CAROLINA TEX MEX W 085
094763164642,33,CAROLINA TEX MEX W 090
094763164659,30,CAROLINA TEX MEX W 100
094763199699,19,CAROLINA CADETTE M 060
094763199705,13,CAROLINA CADETTE M 065
094763199712,16,CAROLINA CADETTE M 070
094763199729,17,CAROLINA CADETTE M 075
094763199736,27,CAROLINA CADETTE M 080
094763199743,31,CAROLINA CADETTE M 085
094763199750,20,CAROLINA CADETTE M 090
094763199767,16,CAROLINA CADETTE M 095
094763199774,19,CAROLINA CADETTE M 100
094763199781,3,CAROLINA CADETTE M 110
094763199798,7,CAROLINA CADETTE W 070
094763199804,5,CAROLINA CADETTE W 075
094763199811,5,CAROLINA CADETTE W 080
094763199828,3,CAROLINA CADETTE W 085
094763199835,12,CAROLINA CADETTE W 090
094763199842,9,CAROLINA CADETTE W 100
094763240827,37,AUSTIN BLACK SMOOTH M 060
094763240834,23,AUSTIN BLACK SMOOTH M 065
094763240841,26,AUSTIN BLACK SMOOTH M 070
094763240858,54,AUSTIN BLACK SMOOTH M 075
094763240865,55,AUSTIN BLACK SMOOTH M 080
094763240872,37,AUSTIN BLACK SMOOTH M 085
094763240889,49,AUSTIN BLACK SMOOTH M 090
094763240896,23,AUSTIN BLACK SMOOTH M 095
094763240902,35,AUSTIN BLACK SMOOTH M 100
094763240919,23,AUSTIN BLACK SMOOTH M 110
094763240926,22,AUSTIN BLACK SMOOTH W 070
094763240933,22,AUSTIN BLACK SMOOTH W 075
094763240940,31,AUSTIN BLACK SMOOTH W 080
094763240957,23,AUSTIN BLACK SMOOTH W 085
094763240964,27,AUSTIN BLACK SMOOTH W 090
094763247796,26,AUSTIN BLACK SMOOTH W 095
094763240971,9,AUSTIN BLACK SMOOTH W 100
094763240988,0,AUSTIN COFFEE SMOOTH M 060
094763240995,0,AUSTIN COFFEE SMOOTH M 065
094763241008,0,AUSTIN COFFEE SMOOTH M 070
094763241015,0,AUSTIN COFFEE SMOOTH M 075
094763241022,0,AUSTIN COFFEE SMOOTH M 080
094763241039,0,AUSTIN COFFEE SMOOTH M 085
094763241046,0,AUSTIN COFFEE SMOOTH M 090
094763241053,0,AUSTIN COFFEE SMOOTH M 095
094763241060,0,AUSTIN COFFEE SMOOTH M 100
094763241077,0,AUSTIN COFFEE SMOOTH M 110
094763241084,0,AUSTIN COFFEE SMOOTH W 070
094763241091,0,AUSTIN COFFEE SMOOTH W 075
094763241107,0,AUSTIN COFFEE SMOOTH W 080
094763241114,0,AUSTIN COFFEE SMOOTH W 085
094763241121,0,AUSTIN COFFEE SMOOTH W 090
094763247789,0,AUSTIN COFFEE SMOOTH W 095
094763241138,0,AUSTIN COFFEE SMOOTH W 100
094763188181,12,AUSTIN TAUPE SUEDE TAPESTRY M 050
094763188198,0,AUSTIN TAUPE SUEDE TAPESTRY M 055
094763233690,95,AUSTIN TAUPE SUEDE TAPESTRY M 060
094763233706,103,AUSTIN TAUPE SUEDE TAPESTRY M 065
094763233713,137,AUSTIN TAUPE SUEDE TAPESTRY M 070
094763233720,130,AUSTIN TAUPE SUEDE TAPESTRY M 075
094763233737,209,AUSTIN TAUPE SUEDE TAPESTRY M 080
094763233744,110,AUSTIN TAUPE SUEDE TAPESTRY M 085
094763233751,152,AUSTIN TAUPE SUEDE TAPESTRY M 090
094763233768,84,AUSTIN TAUPE SUEDE TAPESTRY M 095
094763233775,108,AUSTIN TAUPE SUEDE TAPESTRY M 100
094763188204,0,AUSTIN TAUPE SUEDE TAPESTRY M 105
094763233782,57,AUSTIN TAUPE SUEDE TAPESTRY M 110
094763188211,0,AUSTIN TAUPE SUEDE TAPESTRY M 120
094763188228,0,AUSTIN TAUPE SUEDE TAPESTRY M 130
094763188235,0,AUSTIN TAUPE SUEDE TAPESTRY M 140
094763234000,78,AUSTIN TAUPE SUEDE TAPESTRY W 070
094763234017,74,AUSTIN TAUPE SUEDE TAPESTRY W 075
094763234024,86,AUSTIN TAUPE SUEDE TAPESTRY W 080
094763234031,78,AUSTIN TAUPE SUEDE TAPESTRY W 085
094763234048,111,AUSTIN TAUPE SUEDE TAPESTRY W 090
094763234055,73,AUSTIN TAUPE SUEDE TAPESTRY W 095
094763234062,48,AUSTIN TAUPE SUEDE TAPESTRY W 100
094763128620,0,AUSTIN DENIM TAPESTRY M 050
094763128637,0,AUSTIN DENIM TAPESTRY M 055
094763128644,0,AUSTIN DENIM TAPESTRY M 060
094763128651,0,AUSTIN DENIM TAPESTRY M 065
094763128668,0,AUSTIN DENIM TAPESTRY M 070
094763128675,2,AUSTIN DENIM TAPESTRY M 075
094763128682,0,AUSTIN DENIM TAPESTRY M 080
094763128699,1,AUSTIN DENIM TAPESTRY M 085
094763128705,0,AUSTIN DENIM TAPESTRY M 090
094763128712,0,AUSTIN DENIM TAPESTRY M 095
094763128729,0,AUSTIN DENIM TAPESTRY M 100
094763128736,0,AUSTIN DENIM TAPESTRY M 105
094763128743,0,AUSTIN DENIM TAPESTRY M 110
094763128750,0,AUSTIN DENIM TAPESTRY M 120
094763128767,0,AUSTIN DENIM TAPESTRY M 130
094763128774,0,AUSTIN DENIM TAPESTRY M 140
094763128781,0,AUSTIN DENIM TAPESTRY W 060
094763128798,0,AUSTIN DENIM TAPESTRY W 065
094763128804,0,AUSTIN DENIM TAPESTRY W 070
094763128811,0,AUSTIN DENIM TAPESTRY W 075
094763128828,0,AUSTIN DENIM TAPESTRY W 080
094763128835,0,AUSTIN DENIM TAPESTRY W 085
094763128842,0,AUSTIN DENIM TAPESTRY W 090
094763128859,1,AUSTIN DENIM TAPESTRY W 095
094763128866,0,AUSTIN DENIM TAPESTRY W 100
094763128873,0,AUSTIN DENIM TAPESTRY W 105
094763128880,0,AUSTIN DENIM TAPESTRY W 110
094763128897,0,AUSTIN DENIM TAPESTRY W 120
094763128903,0,AUSTIN DENIM TAPESTRY W 130
094763128910,0,AUSTIN DENIM TAPESTRY W 140
094763144002,0,AUSTIN GREY FLANNEL TAPESTRY M 050
094763144019,0,AUSTIN GREY FLANNEL TAPESTRY M 055
094763144026,0,AUSTIN GREY FLANNEL TAPESTRY M 060
094763144033,0,AUSTIN GREY FLANNEL TAPESTRY M 065
094763144040,0,AUSTIN GREY FLANNEL TAPESTRY M 070
094763144057,0,AUSTIN GREY FLANNEL TAPESTRY M 075
094763144064,0,AUSTIN GREY FLANNEL TAPESTRY M 080
094763144071,0,AUSTIN GREY FLANNEL TAPESTRY M 085
094763144088,0,AUSTIN GREY FLANNEL TAPESTRY M 090
094763144095,0,AUSTIN GREY FLANNEL TAPESTRY M 095
094763144101,0,AUSTIN GREY FLANNEL TAPESTRY M 100
094763144118,0,AUSTIN GREY FLANNEL TAPESTRY M 105
094763144125,0,AUSTIN GREY FLANNEL TAPESTRY M 110
094763144132,0,AUSTIN GREY FLANNEL TAPESTRY M 120
094763144149,0,AUSTIN GREY FLANNEL TAPESTRY M 130
094763144156,0,AUSTIN GREY FLANNEL TAPESTRY M 140
094763144163,0,AUSTIN GREY FLANNEL TAPESTRY W 060
094763144170,0,AUSTIN GREY FLANNEL TAPESTRY W 065
094763144187,0,AUSTIN GREY FLANNEL TAPESTRY W 070
094763144194,2,AUSTIN GREY FLANNEL TAPESTRY W 075
094763144200,0,AUSTIN GREY FLANNEL TAPESTRY W 080
094763144217,0,AUSTIN GREY FLANNEL TAPESTRY W 085
094763144224,0,AUSTIN GREY FLANNEL TAPESTRY W 090
094763144231,0,AUSTIN GREY FLANNEL TAPESTRY W 095
094763144248,0,AUSTIN GREY FLANNEL TAPESTRY W 100
094763144255,0,AUSTIN GREY FLANNEL TAPESTRY W 105
094763144262,0,AUSTIN GREY FLANNEL TAPESTRY W 110
094763144279,0,AUSTIN GREY FLANNEL TAPESTRY W 120
094763144286,0,AUSTIN GREY FLANNEL TAPESTRY W 130
094763144293,0,AUSTIN GREY FLANNEL TAPESTRY W 140
094763176959,21,AUSTIN BROWN FLOWER TOOL M 050
094763160835,87,AUSTIN BROWN FLOWER TOOL M 060
094763160842,18,AUSTIN BROWN FLOWER TOOL M 065
094763160859,0,AUSTIN BROWN FLOWER TOOL M 070
094763160866,0,AUSTIN BROWN FLOWER TOOL M 075
094763160873,1,AUSTIN BROWN FLOWER TOOL M 080
094763160880,0,AUSTIN BROWN FLOWER TOOL M 085
094763160897,5,AUSTIN BROWN FLOWER TOOL M 090
094763160903,0,AUSTIN BROWN FLOWER TOOL M 095
094763160910,28,AUSTIN BROWN FLOWER TOOL M 100
094763160927,47,AUSTIN BROWN FLOWER TOOL M 110
094763160934,18,AUSTIN BROWN FLOWER TOOL W 070
094763160941,34,AUSTIN BROWN FLOWER TOOL W 075
094763160958,16,AUSTIN BROWN FLOWER TOOL W 080
094763160965,2,AUSTIN BROWN FLOWER TOOL W 085
094763160972,3,AUSTIN BROWN FLOWER TOOL W 090
094763160989,1,AUSTIN BROWN FLOWER TOOL W 095
094763160996,3,AUSTIN BROWN FLOWER TOOL W 100
094763174153,38,AUSTIN BLACK FLOWER POWER TOOL M 050
094763174160,0,AUSTIN BLACK FLOWER POWER TOOL M 055
094763174177,108,AUSTIN BLACK FLOWER POWER TOOL M 060
094763174184,30,AUSTIN BLACK FLOWER POWER TOOL M 065
094763174191,136,AUSTIN BLACK FLOWER POWER TOOL M 070
094763174207,67,AUSTIN BLACK FLOWER POWER TOOL M 075
094763174214,98,AUSTIN BLACK FLOWER POWER TOOL M 080
094763174221,48,AUSTIN BLACK FLOWER POWER TOOL M 085
094763174238,126,AUSTIN BLACK FLOWER POWER TOOL M 090
094763174245,31,AUSTIN BLACK FLOWER POWER TOOL M 095
094763174252,144,AUSTIN BLACK FLOWER POWER TOOL M 100
094763174269,0,AUSTIN BLACK FLOWER POWER TOOL M 105
094763174276,55,AUSTIN BLACK FLOWER POWER TOOL M 110
094763174283,0,AUSTIN BLACK FLOWER POWER TOOL M 120
094763174290,0,AUSTIN BLACK FLOWER POWER TOOL M 130
094763174306,0,AUSTIN BLACK FLOWER POWER TOOL M 140
094763174313,0,AUSTIN BLACK FLOWER POWER TOOL W 060
094763174320,0,AUSTIN BLACK FLOWER POWER TOOL W 065
094763174337,35,AUSTIN BLACK FLOWER POWER TOOL W 070
094763174344,0,AUSTIN BLACK FLOWER POWER TOOL W 075
094763174351,51,AUSTIN BLACK FLOWER POWER TOOL W 080
094763174368,18,AUSTIN BLACK FLOWER POWER TOOL W 085
094763174375,14,AUSTIN BLACK FLOWER POWER TOOL W 090
094763174382,0,AUSTIN BLACK FLOWER POWER TOOL W 095
094763174399,32,AUSTIN BLACK FLOWER POWER TOOL W 100
094763174405,0,AUSTIN BLACK FLOWER POWER TOOL W 105
094763174412,0,AUSTIN BLACK FLOWER POWER TOOL W 110
094763174429,0,AUSTIN BLACK FLOWER POWER TOOL W 120
094763174436,0,AUSTIN BLACK FLOWER POWER TOOL W 130
094763174443,0,AUSTIN BLACK FLOWER POWER TOOL W 140
094763189720,0,AUSTIN BLACK SNAKE M 050
094763189737,0,AUSTIN BLACK SNAKE M 055
094763189744,18,AUSTIN BLACK SNAKE M 060
094763189751,23,AUSTIN BLACK SNAKE M 065
094763189768,58,AUSTIN BLACK SNAKE M 070
094763189775,43,AUSTIN BLACK SNAKE M 075
094763189782,45,AUSTIN BLACK SNAKE M 080
094763189799,21,AUSTIN BLACK SNAKE M 085
094763189805,43,AUSTIN BLACK SNAKE M 090
094763189812,5,AUSTIN BLACK SNAKE M 095
094763189829,7,AUSTIN BLACK SNAKE M 100
094763189836,0,AUSTIN BLACK SNAKE M 105
094763189843,2,AUSTIN BLACK SNAKE M 110
094763189850,0,AUSTIN BLACK SNAKE M 120
094763189867,0,AUSTIN BLACK SNAKE M 130
094763189874,0,AUSTIN BLACK SNAKE M 140
094763189881,0,AUSTIN BLACK SNAKE W 060
094763189898,0,AUSTIN BLACK SNAKE W 065
094763189904,2,AUSTIN BLACK SNAKE W 070
094763189911,2,AUSTIN BLACK SNAKE W 075
094763189928,2,AUSTIN BLACK SNAKE W 080
094763189935,2,AUSTIN BLACK SNAKE W 085
094763189942,2,AUSTIN BLACK SNAKE W 090
094763189959,2,AUSTIN BLACK SNAKE W 095
094763189966,0,AUSTIN BLACK SNAKE W 100
094763189973,0,AUSTIN BLACK SNAKE W 105
094763189980,0,AUSTIN BLACK SNAKE W 110
094763189997,0,AUSTIN BLACK SNAKE W 120
094763190009,0,AUSTIN BLACK SNAKE W 130
094763190016,0,AUSTIN BLACK SNAKE W 140
094763204744,0,AUSTIN SILVER STINGRAY M 050
094763204751,0,AUSTIN SILVER STINGRAY M 060
094763204768,0,AUSTIN SILVER STINGRAY M 065
094763204775,0,AUSTIN SILVER STINGRAY M 070
094763204782,0,AUSTIN SILVER STINGRAY M 075
094763204799,0,AUSTIN SILVER STINGRAY M 080
094763204805,0,AUSTIN SILVER STINGRAY M 085
094763204812,0,AUSTIN SILVER STINGRAY M 090
094763204829,0,AUSTIN SILVER STINGRAY M 095
094763204836,0,AUSTIN SILVER STINGRAY M 100
094763204843,0,AUSTIN SILVER STINGRAY M 110
094763204850,0,AUSTIN SILVER STINGRAY W 070
094763204867,0,AUSTIN SILVER STINGRAY W 075
094763204874,0,AUSTIN SILVER STINGRAY W 080
094763204881,0,AUSTIN SILVER STINGRAY W 085
094763204898,0,AUSTIN SILVER STINGRAY W 090
094763204904,0,AUSTIN SILVER STINGRAY W 095
094763204911,0,AUSTIN SILVER STINGRAY W 100
094763204928,0,AUSTIN COPPER STINGRAY M 050
094763204935,0,AUSTIN COPPER STINGRAY M 060
094763204942,0,AUSTIN COPPER STINGRAY M 065
094763204959,0,AUSTIN COPPER STINGRAY M 070
094763204966,0,AUSTIN COPPER STINGRAY M 075
094763204973,0,AUSTIN COPPER STINGRAY M 080
094763204980,0,AUSTIN COPPER STINGRAY M 085
094763204997,0,AUSTIN COPPER STINGRAY M 090
094763205000,0,AUSTIN COPPER STINGRAY M 095
094763205017,0,AUSTIN COPPER STINGRAY M 100
094763205024,0,AUSTIN COPPER STINGRAY M 110
094763205031,0,AUSTIN COPPER STINGRAY W 070
094763205048,0,AUSTIN COPPER STINGRAY W 075
094763205055,0,AUSTIN COPPER STINGRAY W 080
094763205062,0,AUSTIN COPPER STINGRAY W 085
094763205079,0,AUSTIN COPPER STINGRAY W 090
094763205086,0,AUSTIN COPPER STINGRAY W 095
094763205093,0,AUSTIN COPPER STINGRAY W 100
094763234925,6,SONORA BLACK SMOOTH M 060
094763234932,8,SONORA BLACK SMOOTH M 065
094763234949,0,SONORA BLACK SMOOTH M 070
094763234956,30,SONORA BLACK SMOOTH M 075
094763234963,31,SONORA BLACK SMOOTH M 080
094763234970,0,SONORA BLACK SMOOTH M 085
094763234987,28,SONORA BLACK SMOOTH M 090
094763234994,20,SONORA BLACK SMOOTH M 095
094763235007,23,SONORA BLACK SMOOTH M 100
094763235014,11,SONORA BLACK SMOOTH M 110
094763235229,0,SONORA BLACK SMOOTH W 070
094763235236,27,SONORA BLACK SMOOTH W 075
094763235243,8,SONORA BLACK SMOOTH W 080
094763235250,25,SONORA BLACK SMOOTH W 085
094763235267,2,SONORA BLACK SMOOTH W 090
094763235274,9,SONORA BLACK SMOOTH W 095
094763235281,11,SONORA BLACK SMOOTH W 100
094763244924,9,SONORA BLACK SMOOTH W 105
094763244931,13,SONORA BLACK SMOOTH W 110
094763244948,9,SONORA BLACK SMOOTH W 120
094763244955,7,SONORA BLACK SMOOTH W 130
094763000803,0,SYRACUSE BLACK SMOOTH M 050
094763000810,0,SYRACUSE BLACK SMOOTH M 055
094763246881,5,SYRACUSE BLACK SMOOTH M 060
094763246898,11,SYRACUSE BLACK SMOOTH M 065
094763246904,7,SYRACUSE BLACK SMOOTH M 070
094763246911,12,SYRACUSE BLACK SMOOTH M 075
094763246928,37,SYRACUSE BLACK SMOOTH M 080
094763246935,19,SYRACUSE BLACK SMOOTH M 085
094763246942,25,SYRACUSE BLACK SMOOTH M 090
094763246959,0,SYRACUSE BLACK SMOOTH M 095
094763246966,10,SYRACUSE BLACK SMOOTH M 100
094763000827,0,SYRACUSE BLACK SMOOTH M 105
094763246973,21,SYRACUSE BLACK SMOOTH M 110
094763000834,0,SYRACUSE BLACK SMOOTH M 120
094763000841,0,SYRACUSE BLACK SMOOTH M 130
094763000858,0,SYRACUSE BLACK SMOOTH M 140
094763000568,0,SYRACUSE BLACK SMOOTH W 060
094763000575,0,SYRACUSE BLACK SMOOTH W 065
094763246980,16,SYRACUSE BLACK SMOOTH W 070
094763246997,18,SYRACUSE BLACK SMOOTH W 075
094763247000,0,SYRACUSE BLACK SMOOTH W 080
094763247017,0,SYRACUSE BLACK SMOOTH W 085
094763247024,0,SYRACUSE BLACK SMOOTH W 090
094763000582,1,SYRACUSE BLACK SMOOTH W 095
094763247031,0,SYRACUSE BLACK SMOOTH W 100
094763000599,0,SYRACUSE BLACK SMOOTH W 105
094763000605,0,SYRACUSE BLACK SMOOTH W 110
094763000612,0,SYRACUSE BLACK SMOOTH W 120
094763000629,0,SYRACUSE BLACK SMOOTH W 130
094763000636,0,SYRACUSE BLACK SMOOTH W 140
094763000865,0,SYRACUSE COFFEE SMOOTH M 050
094763000872,0,SYRACUSE COFFEE SMOOTH M 055
094763247048,14,SYRACUSE COFFEE SMOOTH M 060
094763247055,16,SYRACUSE COFFEE SMOOTH M 065
094763247062,8,SYRACUSE COFFEE SMOOTH M 070
094763247079,24,SYRACUSE COFFEE SMOOTH M 075
094763247086,30,SYRACUSE COFFEE SMOOTH M 080
094763247093,18,SYRACUSE COFFEE SMOOTH M 085
094763247109,22,SYRACUSE COFFEE SMOOTH M 090
094763247116,30,SYRACUSE COFFEE SMOOTH M 095
094763247123,5,SYRACUSE COFFEE SMOOTH M 100
094763000889,0,SYRACUSE COFFEE SMOOTH M 105
094763247130,9,SYRACUSE COFFEE SMOOTH M 110
094763000896,0,SYRACUSE COFFEE SMOOTH M 120
094763000902,0,SYRACUSE COFFEE SMOOTH M 130
094763000919,0,SYRACUSE COFFEE SMOOTH M 140
094763000643,0,SYRACUSE COFFEE SMOOTH W 060
094763000650,0,SYRACUSE COFFEE SMOOTH W 065
094763247147,13,SYRACUSE COFFEE SMOOTH W 070
094763247154,8,SYRACUSE COFFEE SMOOTH W 075
094763247161,8,SYRACUSE COFFEE SMOOTH W 080
094763247178,15,SYRACUSE COFFEE SMOOTH W 085
094763247185,19,SYRACUSE COFFEE SMOOTH W 090
094763000667,10,SYRACUSE COFFEE SMOOTH W 095
094763247192,5,SYRACUSE COFFEE SMOOTH W 100
094763000674,0,SYRACUSE COFFEE SMOOTH W 105
094763000681,0,SYRACUSE COFFEE SMOOTH W 110
094763000698,0,SYRACUSE COFFEE SMOOTH W 120
094763000704,0,SYRACUSE COFFEE SMOOTH W 130
094763000711,0,SYRACUSE COFFEE SMOOTH W 140
094763000926,0,SYRACUSE DRIFTWOOD SMOOTH M 050
094763000933,0,SYRACUSE DRIFTWOOD SMOOTH M 055
094763247369,8,SYRACUSE DRIFTWOOD SMOOTH M 060
094763247376,23,SYRACUSE DRIFTWOOD SMOOTH M 065
094763247383,36,SYRACUSE DRIFTWOOD SMOOTH M 070
094763247390,49,SYRACUSE DRIFTWOOD SMOOTH M 075
094763247406,24,SYRACUSE DRIFTWOOD SMOOTH M 080
094763247413,15,SYRACUSE DRIFTWOOD SMOOTH M 085
094763247420,7,SYRACUSE DRIFTWOOD SMOOTH M 090
094763247437,16,SYRACUSE DRIFTWOOD SMOOTH M 095
094763247444,19,SYRACUSE DRIFTWOOD SMOOTH M 100
094763000940,0,SYRACUSE DRIFTWOOD SMOOTH M 105
094763247451,2,SYRACUSE DRIFTWOOD SMOOTH M 110
094763000957,0,SYRACUSE DRIFTWOOD SMOOTH M 120
094763000964,0,SYRACUSE DRIFTWOOD SMOOTH M 130
094763000971,0,SYRACUSE DRIFTWOOD SMOOTH M 140
094763000728,0,SYRACUSE DRIFTWOOD SMOOTH W 060
094763000735,0,SYRACUSE DRIFTWOOD SMOOTH W 065
094763247468,7,SYRACUSE DRIFTWOOD SMOOTH W 070
094763247475,12,SYRACUSE DRIFTWOOD SMOOTH W 075
094763247482,0,SYRACUSE DRIFTWOOD SMOOTH W 080
094763247499,2,SYRACUSE DRIFTWOOD SMOOTH W 085
094763247505,1,SYRACUSE DRIFTWOOD SMOOTH W 090
094763000742,6,SYRACUSE DRIFTWOOD SMOOTH W 095
094763247512,0,SYRACUSE DRIFTWOOD SMOOTH W 100
094763000759,0,SYRACUSE DRIFTWOOD SMOOTH W 105
094763000766,0,SYRACUSE DRIFTWOOD SMOOTH W 110
094763000773,0,SYRACUSE DRIFTWOOD SMOOTH W 120
094763000780,0,SYRACUSE DRIFTWOOD SMOOTH W 130
094763000797,0,SYRACUSE DRIFTWOOD SMOOTH W 140
094763116498,0,MISSION BLACK OILED M 050
094763116504,0,MISSION BLACK OILED M 055
094763116511,20,MISSION BLACK OILED M 060
094763116528,34,MISSION BLACK OILED M 065
094763116535,9,MISSION BLACK OILED M 070
094763116542,48,MISSION BLACK OILED M 075
094763116559,49,MISSION BLACK OILED M 080
094763116566,39,MISSION BLACK OILED M 085
094763116573,53,MISSION BLACK OILED M 090
094763116580,35,MISSION BLACK OILED M 095
094763116597,50,MISSION BLACK OILED M 100
094763116603,0,MISSION BLACK OILED M 105
094763116610,23,MISSION BLACK OILED M 110
094763116627,11,MISSION BLACK OILED M 120
094763116634,0,MISSION BLACK OILED M 130
094763116641,0,MISSION BLACK OILED M 140
094763116658,0,MISSION BLACK OILED W 060
094763116665,0,MISSION BLACK OILED W 065
094763116672,26,MISSION BLACK OILED W 070
094763116689,16,MISSION BLACK OILED W 075
094763116696,46,MISSION BLACK OILED W 080
094763116702,29,MISSION BLACK OILED W 085
094763116719,48,MISSION BLACK OILED W 090
094763116726,32,MISSION BLACK OILED W 095
094763116733,22,MISSION BLACK OILED W 100
094763116740,15,MISSION BLACK OILED W 105
094763116757,17,MISSION BLACK OILED W 110
094763116764,11,MISSION BLACK OILED W 120
094763116771,17,MISSION BLACK OILED W 130
094763116788,10,MISSION BLACK OILED W 140
094763097520,0,MISSION MAHOGANY SMOOTH M 050
094763097537,0,MISSION MAHOGANY SMOOTH M 055
094763097544,8,MISSION MAHOGANY SMOOTH M 060
094763097551,17,MISSION MAHOGANY SMOOTH M 065
094763097568,17,MISSION MAHOGANY SMOOTH M 070
094763097575,15,MISSION MAHOGANY SMOOTH M 075
094763097582,40,MISSION MAHOGANY SMOOTH M 080
094763097599,30,MISSION MAHOGANY SMOOTH M 085
094763097605,25,MISSION MAHOGANY SMOOTH M 090
094763097612,21,MISSION MAHOGANY SMOOTH M 095
094763097629,26,MISSION MAHOGANY SMOOTH M 100
094763097636,0,MISSION MAHOGANY SMOOTH M 105
094763097643,31,MISSION MAHOGANY SMOOTH M 110
094763097650,16,MISSION MAHOGANY SMOOTH M 120
094763097667,0,MISSION MAHOGANY SMOOTH M 130
094763097674,0,MISSION MAHOGANY SMOOTH M 140
094763115972,0,MISSION MAHOGANY SMOOTH W 060
