sku,UPC,title,quantity_available,status,cost,currency_code,quantity_on_order,estimated_availability_date,pgid,date
693016575084,693016575084,Juneau Choco Gold,45,,69.50,USD,,,A1152B,07/14/2017
693016575091,693016575091,Juneau Choco Gold,0,,69.50,USD,,,A1152B,07/14/2017
693016593675,693016593675,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593682,693016593682,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593699,693016593699,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593705,693016593705,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593712,693016593712,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593729,693016593729,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593736,693016593736,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593743,693016593743,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593750,693016593750,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593767,693016593767,Karmen Bubblish,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306428,693016306428,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306435,693016306435,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306442,693016306442,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306459,693016306459,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306466,693016306466,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306473,693016306473,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306480,693016306480,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016306497,693016306497,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016567980,693016567980,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016567997,693016567997,Karmen Black Metallic Fun,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016277148,693016277148,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016277155,693016277155,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016277162,693016277162,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016277179,693016277179,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016277186,693016277186,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016277193,693016277193,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016277209,693016277209,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016277216,693016277216,Karmen Snake Luster,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016593279,693016593279,Karmen Gold Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593286,693016593286,Karmen Gold Dazzler,8,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593293,693016593293,Karmen Gold Dazzler,58,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593309,693016593309,Karmen Gold Dazzler,138,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593316,693016593316,Karmen Gold Dazzler,198,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593323,693016593323,Karmen Gold Dazzler,169,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593330,693016593330,Karmen Gold Dazzler,83,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593347,693016593347,Karmen Gold Dazzler,7,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593354,693016593354,Karmen Gold Dazzler,9,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593361,693016593361,Karmen Gold Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553723,693016553723,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553730,693016553730,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553747,693016553747,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553754,693016553754,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553761,693016553761,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553778,693016553778,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553785,693016553785,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553792,693016553792,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553808,693016553808,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016553815,693016553815,Karmen Pewter Dazzler,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016497072,693016497072,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497089,693016497089,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497096,693016497096,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497102,693016497102,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497119,693016497119,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497126,693016497126,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497133,693016497133,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497140,693016497140,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497157,693016497157,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016497164,693016497164,Karmen White Leather,0,discontinued,29.50,USD,,,A1152B,07/14/2017
693016593378,693016593378,Karmen Black Wavy,0,,49.50,USD,,,A1152B,07/14/2017
693016593385,693016593385,Karmen Black Wavy,24,,49.50,USD,,,A1152B,07/14/2017
693016593392,693016593392,Karmen Black Wavy,111,,49.50,USD,,,A1152B,07/14/2017
693016593408,693016593408,Karmen Black Wavy,284,,49.50,USD,,,A1152B,07/14/2017
693016593415,693016593415,Karmen Black Wavy,459,,49.50,USD,,,A1152B,07/14/2017
693016593422,693016593422,Karmen Black Wavy,501,,49.50,USD,,,A1152B,07/14/2017
693016593439,693016593439,Karmen Black Wavy,344,,49.50,USD,,,A1152B,07/14/2017
693016593446,693016593446,Karmen Black Wavy,202,,49.50,USD,,,A1152B,07/14/2017
693016593453,693016593453,Karmen Black Wavy,18,,49.50,USD,,,A1152B,07/14/2017
693016593460,693016593460,Karmen Black Wavy,0,,49.50,USD,,,A1152B,07/14/2017
693016593576,693016593576,Karmen Pewter Wavy,0,,49.50,USD,,,A1152B,07/14/2017
693016593583,693016593583,Karmen Pewter Wavy,14,,49.50,USD,,,A1152B,07/14/2017
693016593590,693016593590,Karmen Pewter Wavy,91,,49.50,USD,,,A1152B,07/14/2017
693016593606,693016593606,Karmen Pewter Wavy,195,,49.50,USD,,,A1152B,07/14/2017
693016593613,693016593613,Karmen Pewter Wavy,316,,49.50,USD,,,A1152B,07/14/2017
693016593620,693016593620,Karmen Pewter Wavy,255,,49.50,USD,,,A1152B,07/14/2017
693016593637,693016593637,Karmen Pewter Wavy,138,,49.50,USD,,,A1152B,07/14/2017
693016593644,693016593644,Karmen Pewter Wavy,75,,49.50,USD,,,A1152B,07/14/2017
693016593651,693016593651,Karmen Pewter Wavy,40,,49.50,USD,,,A1152B,07/14/2017
693016593668,693016593668,Karmen Pewter Wavy,6,,49.50,USD,,,A1152B,07/14/2017
693016593477,693016593477,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593484,693016593484,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593491,693016593491,Karmen Unity Black & White,17,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593507,693016593507,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593514,693016593514,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593521,693016593521,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593538,693016593538,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593545,693016593545,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593552,693016593552,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016593569,693016593569,Karmen Unity Black & White,0,discontinued,49.50,USD,,,A1152B,07/14/2017
693016588176,693016588176,Kayla Pro Flora Fiesta,0,,54.50,USD,,,A1152B,07/14/2017
693016588183,693016588183,Kayla Pro Flora Fiesta,14,,54.50,USD,,,A1152B,07/14/2017
693016588190,693016588190,Kayla Pro Flora Fiesta,39,,54.50,USD,,,A1152B,07/14/2017
693016588206,693016588206,Kayla Pro Flora Fiesta,68,,54.50,USD,,,A1152B,07/14/2017
693016588213,693016588213,Kayla Pro Flora Fiesta,105,,54.50,USD,,,A1152B,07/14/2017
693016588220,693016588220,Kayla Pro Flora Fiesta,109,,54.50,USD,,,A1152B,07/14/2017
693016588237,693016588237,Kayla Pro Flora Fiesta,79,,54.50,USD,,,A1152B,07/14/2017
693016588244,693016588244,Kayla Pro Flora Fiesta,50,,54.50,USD,,,A1152B,07/14/2017
693016588251,693016588251,Kayla Pro Flora Fiesta,24,,54.50,USD,,,A1152B,07/14/2017
693016588268,693016588268,Kayla Pro Flora Fiesta,0,,54.50,USD,,,A1152B,07/14/2017
693016588275,693016588275,Kayla Pro Hibiscus & Co.,0,,54.50,USD,,,A1152B,07/14/2017
693016588282,693016588282,Kayla Pro Hibiscus & Co.,5,,54.50,USD,,,A1152B,07/14/2017
693016588299,693016588299,Kayla Pro Hibiscus & Co.,17,,54.50,USD,,,A1152B,07/14/2017
693016588305,693016588305,Kayla Pro Hibiscus & Co.,32,,54.50,USD,,,A1152B,07/14/2017
693016588312,693016588312,Kayla Pro Hibiscus & Co.,49,,54.50,USD,,,A1152B,07/14/2017
693016588329,693016588329,Kayla Pro Hibiscus & Co.,63,,54.50,USD,,,A1152B,07/14/2017
693016588336,693016588336,Kayla Pro Hibiscus & Co.,44,,54.50,USD,,,A1152B,07/14/2017
693016588343,693016588343,Kayla Pro Hibiscus & Co.,32,,54.50,USD,,,A1152B,07/14/2017
693016588350,693016588350,Kayla Pro Hibiscus & Co.,6,,54.50,USD,,,A1152B,07/14/2017
693016588367,693016588367,Kayla Pro Hibiscus & Co.,0,,54.50,USD,,,A1152B,07/14/2017
693016549726,693016549726,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549733,693016549733,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549740,693016549740,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549757,693016549757,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549764,693016549764,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549771,693016549771,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549788,693016549788,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549795,693016549795,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549801,693016549801,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549818,693016549818,Kayla Pro Medieval,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507450,693016507450,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507467,693016507467,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507474,693016507474,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507481,693016507481,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507498,693016507498,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507504,693016507504,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507511,693016507511,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507528,693016507528,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507535,693016507535,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507542,693016507542,Kayla Pro Bubble Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549924,693016549924,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549931,693016549931,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549948,693016549948,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549955,693016549955,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549962,693016549962,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549979,693016549979,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549986,693016549986,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016549993,693016549993,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016550005,693016550005,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016550012,693016550012,Kayla Pro Artisan Blue,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523085,693016523085,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523092,693016523092,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523108,693016523108,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523115,693016523115,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523122,693016523122,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523139,693016523139,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523146,693016523146,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523153,693016523153,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523160,693016523160,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523177,693016523177,Kayla Pro Opal Trouble,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016552023,693016552023,Kayla Pro Frond Of You,0,,54.50,USD,,,A1152B,07/14/2017
693016552030,693016552030,Kayla Pro Frond Of You,17,,54.50,USD,,,A1152B,07/14/2017
693016552047,693016552047,Kayla Pro Frond Of You,62,,54.50,USD,,,A1152B,07/14/2017
693016552054,693016552054,Kayla Pro Frond Of You,100,,54.50,USD,,,A1152B,07/14/2017
693016552061,693016552061,Kayla Pro Frond Of You,158,,54.50,USD,,,A1152B,07/14/2017
693016552078,693016552078,Kayla Pro Frond Of You,148,,54.50,USD,,,A1152B,07/14/2017
693016552085,693016552085,Kayla Pro Frond Of You,55,,54.50,USD,,,A1152B,07/14/2017
693016552092,693016552092,Kayla Pro Frond Of You,9,,54.50,USD,,,A1152B,07/14/2017
693016552108,693016552108,Kayla Pro Frond Of You,0,,54.50,USD,,,A1152B,07/14/2017
693016552115,693016552115,Kayla Pro Frond Of You,0,,54.50,USD,,,A1152B,07/14/2017
693016384006,693016384006,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384013,693016384013,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384020,693016384020,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384037,693016384037,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384044,693016384044,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384051,693016384051,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384068,693016384068,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384075,693016384075,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384082,693016384082,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016384099,693016384099,Kayla Doily,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572809,693016572809,Kayla Pro Monarch,0,,54.50,USD,,,A1152B,07/14/2017
693016572816,693016572816,Kayla Pro Monarch,18,,54.50,USD,,,A1152B,07/14/2017
693016572823,693016572823,Kayla Pro Monarch,31,,54.50,USD,,,A1152B,07/14/2017
693016572830,693016572830,Kayla Pro Monarch,32,,54.50,USD,,,A1152B,07/14/2017
693016572847,693016572847,Kayla Pro Monarch,116,,54.50,USD,,,A1152B,07/14/2017
693016572854,693016572854,Kayla Pro Monarch,101,,54.50,USD,,,A1152B,07/14/2017
693016572861,693016572861,Kayla Pro Monarch,0,,54.50,USD,,,A1152B,07/14/2017
693016572878,693016572878,Kayla Pro Monarch,0,,54.50,USD,,,A1152B,07/14/2017
693016572885,693016572885,Kayla Pro Monarch,0,,54.50,USD,,,A1152B,07/14/2017
693016572892,693016572892,Kayla Pro Monarch,0,,54.50,USD,,,A1152B,07/14/2017
693016507054,693016507054,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507061,693016507061,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507078,693016507078,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507085,693016507085,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507092,693016507092,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507108,693016507108,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507115,693016507115,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507122,693016507122,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507139,693016507139,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507146,693016507146,Kayla Pro Love,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492688,693016492688,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492695,693016492695,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492701,693016492701,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492718,693016492718,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492725,693016492725,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492732,693016492732,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492749,693016492749,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492756,693016492756,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492763,693016492763,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016492770,693016492770,Kayla Gold Skulls,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507252,693016507252,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507269,693016507269,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507276,693016507276,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507283,693016507283,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507290,693016507290,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507306,693016507306,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507313,693016507313,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507320,693016507320,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507337,693016507337,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016507344,693016507344,Kayla Pro Blue Valentine,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572601,693016572601,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572618,693016572618,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572625,693016572625,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572632,693016572632,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572649,693016572649,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572656,693016572656,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572663,693016572663,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572670,693016572670,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572687,693016572687,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016572694,693016572694,Kayla Pro Icey,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016623280,693016623280,Kayla Pro Delicut,0,,54.50,USD,,,A1152B,07/14/2017
693016623297,693016623297,Kayla Pro Delicut,3,,54.50,USD,,,A1152B,07/14/2017
693016623303,693016623303,Kayla Pro Delicut,25,,54.50,USD,,,A1152B,07/14/2017
693016623310,693016623310,Kayla Pro Delicut,33,,54.50,USD,,,A1152B,07/14/2017
693016623327,693016623327,Kayla Pro Delicut,21,,54.50,USD,,,A1152B,07/14/2017
693016623334,693016623334,Kayla Pro Delicut,0,,54.50,USD,,,A1152B,07/14/2017
693016623341,693016623341,Kayla Pro Delicut,13,,54.50,USD,,,A1152B,07/14/2017
693016623358,693016623358,Kayla Pro Delicut,0,,54.50,USD,,,A1152B,07/14/2017
693016623365,693016623365,Kayla Pro Delicut,0,,54.50,USD,,,A1152B,07/14/2017
693016612444,693016612444,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612451,693016612451,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612468,693016612468,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612475,693016612475,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612482,693016612482,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612499,693016612499,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612505,693016612505,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612512,693016612512,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016612529,693016612529,Kayla Pro Ric Rack,0,,54.50,USD,,,A1152B,07/14/2017
693016537389,693016537389,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537396,693016537396,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537402,693016537402,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537419,693016537419,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537426,693016537426,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537433,693016537433,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537440,693016537440,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537457,693016537457,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537464,693016537464,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016537471,693016537471,Kayla Pro Night Rosette,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016522989,693016522989,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016522996,693016522996,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523009,693016523009,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523016,693016523016,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523023,693016523023,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523030,693016523030,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523047,693016523047,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523054,693016523054,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523061,693016523061,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016523078,693016523078,Kayla Pro Golden Jungle,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016612543,693016612543,Kayla Pro Block Party,8,,54.50,USD,,,A1152B,07/14/2017
693016612550,693016612550,Kayla Pro Block Party,13,,54.50,USD,,,A1152B,07/14/2017
693016612567,693016612567,Kayla Pro Block Party,14,,54.50,USD,,,A1152B,07/14/2017
693016612574,693016612574,Kayla Pro Block Party,25,,54.50,USD,,,A1152B,07/14/2017
693016612581,693016612581,Kayla Pro Block Party,13,,54.50,USD,,,A1152B,07/14/2017
693016612598,693016612598,Kayla Pro Block Party,2,,54.50,USD,,,A1152B,07/14/2017
693016612604,693016612604,Kayla Pro Block Party,10,,54.50,USD,,,A1152B,07/14/2017
693016612611,693016612611,Kayla Pro Block Party,0,,54.50,USD,,,A1152B,07/14/2017
693016612628,693016612628,Kayla Pro Block Party,0,,54.50,USD,,,A1152B,07/14/2017
693016305032,693016305032,Kayla Black Leather,7,,54.50,USD,,,A1152B,07/14/2017
693016305049,693016305049,Kayla Black Leather,13,,54.50,USD,,,A1152B,07/14/2017
693016305056,693016305056,Kayla Black Leather,49,,54.50,USD,,,A1152B,07/14/2017
693016305063,693016305063,Kayla Black Leather,31,,54.50,USD,,,A1152B,07/14/2017
693016305070,693016305070,Kayla Black Leather,39,,54.50,USD,,,A1152B,07/14/2017
693016305087,693016305087,Kayla Black Leather,21,,54.50,USD,,,A1152B,07/14/2017
693016305094,693016305094,Kayla Black Leather,10,,54.50,USD,,,A1152B,07/14/2017
693016305100,693016305100,Kayla Black Leather,15,,54.50,USD,,,A1152B,07/14/2017
693016612642,693016612642,Kayla Pro Satellite,0,,54.50,USD,,,A1152B,07/14/2017
693016612659,693016612659,Kayla Pro Satellite,28,,54.50,USD,,,A1152B,07/14/2017
693016612666,693016612666,Kayla Pro Satellite,49,,54.50,USD,,,A1152B,07/14/2017
693016612673,693016612673,Kayla Pro Satellite,60,,54.50,USD,,,A1152B,07/14/2017
693016612680,693016612680,Kayla Pro Satellite,52,,54.50,USD,,,A1152B,07/14/2017
693016612697,693016612697,Kayla Pro Satellite,24,,54.50,USD,,,A1152B,07/14/2017
693016612703,693016612703,Kayla Pro Satellite,24,,54.50,USD,,,A1152B,07/14/2017
693016612710,693016612710,Kayla Pro Satellite,0,,54.50,USD,,,A1152B,07/14/2017
